date,spot_rate,forward_30,spot_30
1978-01-06,240.8,239.8,241.25
1978-01-13,242.1,240.85,240.5
1978-01-20,241.95,240.9,239.2
1978-01-27,241.2,240.3,237.8
1978-02-03,241.65,240.9,236.2
1978-02-10,241.5,240.75,235.9
1978-02-17,239.8,238.85,230.65
1978-02-24,237.6,236.55,222
1978-03-03,237.4,236.4,220.2
1978-03-10,235.55,234.35,218.8
1978-03-17,229.7,228.1,221.5
1978-03-24,228.2,226.45,225.2
1978-03-31,222.9,221.6,225.55
1978-04-07,219.2,218.05,225.65
1978-04-14,219.8,218.6,226.75
1978-04-21,225.75,224.55,228.8
1978-04-28,223.9,222.75,222.45
1978-05-05,224.3,222.95,221.05
1978-05-12,225.4,224.25,216.65
1978-05-19,227.5,226.6,212.05
1978-05-26,226.75,225.82,204.65
1978-06-02,221.25,220.29,202.8
1978-06-09,221.25,220.3,202.4
1978-06-16,216,215.13,203.2
1978-06-23,208,207.17,196.3
1978-06-30,204.45,203.42,188.9
1978-07-07,203,202,186.85
1978-07-14,202.15,201.1,184.45
1978-07-21,200.85,199.75,192.1
1978-07-28,191.65,190.35,189.4
1978-08-04,188.3,187,190.4
1978-08-11,186.1,184.8,191.6
1978-08-18,186.05,184.8,188.6
1978-08-25,192.5,191.27,188.25
1978-09-01,191.9,190.8,186.45
1978-09-08,191.2,190.03,188.55
1978-09-15,189.75,188.58,182.2
1978-09-22,188.8,187.63,183
1978-09-29,188.9,187.72,180.05
1978-10-06,188.25,188.26,187.35
1978-10-13,186,184.93,189.85
1978-10-20,182.25,181.22,194.5
1978-10-27,179.05,177.68,196.55
1978-11-03,187.8,186.2,197.4
1978-11-10,188.25,186.55,196.7
1978-11-17,194.7,193,192.7
1978-11-24,194.15,192.4,194.3
1978-12-01,202.5,200.67,196.2
1978-12-08,198.25,196.37,197.05
1978-12-15,196.05,194.37,196.6
1978-12-22,194,191.95,200
1978-12-29,194.4,192.35,202.75
1979-01-05,196.6,194.6,196.8
1979-01-12,197.7,195.95,200.85
1979-01-19,197.85,196.15,201.55
1979-01-26,199.05,197.45,202
1979-02-02,202.3,200.75,205.35
1979-02-09,198.25,197,205.3
1979-02-16,200.45,199.35,207.75
1979-02-23,201.25,200.1,205.55
1979-03-02,205.15,203.85,214.35
1979-03-09,204.5,203.25,213.35
1979-03-16,207.9,206.9,216.65
1979-03-23,205.4,204.4,218.4
1979-03-30,209.6,208.7,223.9
1979-04-06,215,213.97,214.8
1979-04-13,215.5,214.35,213.5
1979-04-20,217.7,216.7,218.75
1979-04-27,219.45,218.2,221.3
1979-05-04,220.3,218.95,220.2
1979-05-11,213.8,212.65,220.4
1979-05-18,219.3,218.05,218.7
1979-05-25,219.3,218.3,215.95
1979-06-01,220.9,219.87,218.1
1979-06-08,219.9,218.93,217.8
1979-06-15,219.5,218.45,216.53
1979-06-22,217.55,216.43,214.3
1979-06-29,217.4,216.25,216.35
1979-07-06,217,215.8,216.7
1979-07-13,217.75,216.47,216.75
1979-07-20,215.85,214.55,219.2
1979-07-27,214.9,213.73,220.7
1979-08-03,216.75,215.63,221.4
1979-08-10,215.8,214.7,222.25
1979-08-17,217,215.9,223.6
1979-08-24,219.2,218.14,222.88
1979-08-31,220.7,219.8,224.75
1979-09-07,221,219.98,226.4
1979-09-14,223.9,222.83,232.3
1979-09-21,222.4,221.42,235
1979-09-28,223.5,222.33,238.4
1979-10-05,224.55,223.08,241.25
1979-10-12,227.42,225.47,246.1
1979-10-19,230.9,229.5,245.8
1979-10-26,234.26,232.41,249.5
1979-11-02,235.5,234.27,247.55
1979-11-09,242.48,240.88,236.1
1979-11-16,247,245.55,240
1979-11-23,249.25,247.85,238.8
1979-11-30,249.4,248.3,238.05
1979-12-07,239.2,238,235.05
1979-12-14,241.5,239.9,239.05
1979-12-21,238,236.68,238.75
1979-12-28,239,237.65,239.5
1980-01-04,237.1,235.4,239.85
1980-01-11,235.68,234.23,241.7
1980-01-18,239.4,237.7,246.1
1980-01-25,239.2,237.7,248.4
1980-02-01,240.25,239.02,248.45
1980-02-08,241.3,240,246.85
1980-02-15,243.6,242.5,249.25
1980-02-22,246.65,245.15,248.85
1980-02-29,250.15,248.6,257.3
1980-03-07,248.2,247.1,260
1980-03-14,249.3,248.1,252.3
1980-03-21,248.85,247.9,247.4
1980-03-28,249.7,248.95,239.2
1980-04-04,258.1,256.7,233.8
1980-04-11,251,249.8,227.1
1980-04-18,248.3,247.2,225.95
1980-04-25,244.1,242.95,219.5
1980-05-02,239.9,239.35,222.7
1980-05-09,231.7,231.65,217.2
1980-05-16,229.5,229.7,215.7
1980-05-23,221.6,222.25,217.4
1980-05-30,224.4,224.8,219.65
1980-06-06,219.6,220,219
1980-06-13,215.3,216.1,219.17
1980-06-20,216.8,217.5,220.35
1980-06-27,217.5,218,226.4
1980-07-04,218.65,219.3,225.7
1980-07-11,217.7,218.35,223.85
1980-07-18,219.05,219.65,224.2
1980-07-25,224.65,225.45,220.2
1980-08-01,227.4,227.8,217.3
1980-08-08,226.5,226.85,216.35
1980-08-15,225.05,225.35,211.5
1980-08-22,224.2,224.55,216
1980-08-29,218.95,219,207.9
1980-09-05,218,218.1,209.45
1980-09-12,213.2,213.55,206.45
1980-09-19,211.7,211.95,208.25
1980-09-26,212.3,212.35,211
1980-10-03,207.6,206.95,212.2
1980-10-10,208.2,207.65,211.55
1980-10-17,208.25,207.45,213.05
1980-10-24,212.35,211.5,213.4
1980-10-31,211.65,210.7,210.75
1980-11-07,213.4,211.95,209.85
1980-11-14,212.9,211.8,209.6
1980-11-21,213.35,211.85,207.7
1980-11-28,216.55,214.8,203.4
1980-12-05,212.2,210.35,200.35
1980-12-12,210.5,207.85,203.25
1980-12-19,208.75,206.35,198.95
1980-12-26,207,204.8,203.3
1981-01-02,202.75,200.3,203.5
1981-01-09,201.95,199.7,203.8
1981-01-16,202.6,200.2,205.7
1981-01-23,201.65,199.35,207.4
1981-01-30,205.7,204,209.55
1981-02-06,203.1,201.5,209.1
1981-02-13,205.5,203.95,207
1981-02-20,205.15,203.75,209.05
1981-02-27,209.35,207.8,211.6
1981-03-06,208.95,207.35,213.05
1981-03-13,207.7,206.2,216.2
1981-03-20,208.85,207.6,217.6
1981-03-27,211.85,210.5,213.25
1981-04-03,213.3,211.9,217.9
1981-04-10,214.15,212.55,218.7
1981-04-17,216.75,214.8,220.05
1981-04-24,215.4,213.67,224.05
1981-05-01,216,213.85,223.7
1981-05-08,217.25,214.6,226.95
1981-05-15,222.6,219.95,220.55
1981-05-22,222.45,219.8,224.9
1981-05-29,223.85,221.8,225.9
1981-06-05,228.1,225.7,229
1981-06-12,224.7,222.58,230.8
1981-06-19,223.6,221.45,234.9
1981-06-26,225.2,222.7,237.1
1981-07-03,227.8,225.22,241.3
1981-07-10,228.8,226.15,231
1981-07-17,231.6,229,232
1981-07-24,234.7,231.98,230.6
1981-07-31,239.25,236.5,229.8
1981-08-07,237,234.33,232.55
1981-08-14,231.8,229.16,226.95
1981-08-21,228.15,225.72,226.85
1981-08-28,230.55,228.38,230.7
1981-09-04,230,227.92,228.55
1981-09-11,231.65,229.63,228.45
1981-09-18,226.85,225.05,232.55
1981-09-25,228.9,227.16,235.4
1981-10-02,230.7,228.75,227.65
1981-10-09,226.9,225.2,227
1981-10-16,231,229.2,223.15
1981-10-23,233.25,231.35,217.3
1981-10-30,233.4,231.73,216.15
1981-11-06,228.8,227.22,217.7
1981-11-13,227.15,225.9,219.65
1981-11-20,218.8,217.73,219.55
1981-11-27,216.15,215.18,219.8
1981-12-04,215.95,214.8,219.35
1981-12-11,218.5,217.15,223.3
1981-12-18,219.35,218.08,225.25
1981-12-25,220.75,219.35,227.95
1982-01-01,219.3,217.85,233.35
1982-01-08,221.65,220.1,236.05
1982-01-15,223.25,221.77,239.3
1982-01-22,226.35,224.8,234
1982-01-29,228.4,226.93,237.2
1982-02-05,232.75,231.02,233.9
1982-02-12,235.65,233.8,239.2
1982-02-19,232.4,230.66,243.7
1982-02-26,237,235.25,247.1
1982-03-05,234.7,232.9,245.75
1982-03-12,239.75,238.03,246.8
1982-03-19,243.55,241.75,242.95
1982-03-26,247.4,245.65,236.85
1982-04-02,246.35,244.57,236
1982-04-09,247.9,246.07,233.35
1982-04-16,248.02,246.11,237.8
1982-04-23,242.85,241.1,239.95
1982-04-30,235.55,233.8,245.9
1982-05-07,232.2,230.55,248.9
1982-05-14,236.4,234.68,252.55
1982-05-21,238.5,236.8,256.6
1982-05-28,243.2,241.58,255.2
1982-06-04,243.4,241.85,257.3
1982-06-11,246.6,245.06,254.8
1982-06-18,255.2,253.35,254.45
1982-06-25,257.3,255.55,251.7
1982-07-02,255.5,253.6,258.5
1982-07-09,255.8,254.04,263.5
1982-07-16,256,254.4,259.75
1982-07-23,249.35,248.2,251
1982-07-30,255.95,254.67,259.5
1982-08-06,260.8,259.68,259.35
1982-08-13,261.5,260.5,261.82
1982-08-20,255.55,254.9,263.05
1982-08-27,254.9,254.22,269.9
1982-09-03,255.7,254.78,274.15
1982-09-10,262,261.06,263.5
1982-09-17,263.4,262.4,268.95
1982-09-24,266.4,265.41,275.7
1982-10-01,268.35,267.35,276.4
1982-10-08,267.6,266.63,267.4
1982-10-15,269.1,268.27,265
1982-10-22,271.95,271.17,257.65
1982-10-29,278.1,277.35,247.85
1982-11-05,276.15,275.45,242.25
1982-11-12,267.5,266.79,244.5
1982-11-19,258.9,258.27,242.85
1982-11-26,252.6,252.05,232.6
1982-12-03,247.1,246.62,228.85
1982-12-10,243.9,243.47,229.8
1982-12-17,243.1,242.56,235.45
1982-12-24,239.1,238.62,237.3
1982-12-31,234.4,233.75,241.2
1983-01-07,230.35,229.77,236.7
1983-01-14,230.5,229.95,234.95
1983-01-21,235.2,234.65,236.1
1983-01-28,236.85,236.31,236
1983-02-04,240,239.47,236.55
1983-02-11,234.75,234.33,237.45
1983-02-18,234.2,233.71,240.2
1983-02-25,235,234.5,239.55
1983-03-04,236.4,235.95,237.2
1983-03-11,237.3,236.8,237.8
1983-03-18,239.75,239.25,237.7
1983-03-25,236.7,236.18,237.05
1983-04-01,239.5,238.85,237.35
1983-04-08,238.95,238.27,233
1983-04-15,237.55,236.93,234.05
1983-04-22,236.2,235.58,235.75
1983-04-29,237.35,236.72,239.85
1983-05-06,235.35,234.77,241.2
1983-05-13,232.85,232.27,243.53
1983-05-20,233.75,233.16,237.9
1983-05-27,237.7,237.1,239
1983-06-03,238.6,238.02,240.8
1983-06-10,242.2,241.55,241.3
1983-06-17,238.65,238.04,240.75
1983-06-24,237.8,237.11,240.35
1983-07-01,238.75,238.09,243.2
1983-07-08,240.35,239.61,245.55
1983-07-15,241.05,240.33,243.6
1983-07-22,240.05,239.33,243.5
1983-07-29,241.5,240.75,246.8
1983-08-05,244.55,243.78,246.2
1983-08-12,246.9,246.13,244.45
1983-08-19,243.3,242.49,242.43
1983-08-26,244.25,243.55,236.25
1983-09-02,246.75,246.06,232.45
1983-09-09,244.5,243.88,232.15
1983-09-16,243.55,242.91,232
1983-09-23,240.85,240.3,232.4
1983-09-30,236.15,235.57,234.55
1983-10-07,231.35,230.71,236
1983-10-14,233.6,232.97,234.55
1983-10-21,231.85,231.22,234.93
1983-10-28,232.55,231.88,234.85
1983-11-04,235.45,234.76,234.1
1983-11-11,234.8,234.12,235.45
1983-11-18,235.75,235.07,235.35
1983-11-25,235.12,234.51,233.9
1983-12-02,232.72,232.08,233.95
1983-12-09,235.85,235.2,233.85
1983-12-16,235.3,234.57,234.1
1983-12-23,233.75,233.04,234.2
1983-12-30,231.5,230.74,233.65
1984-01-06,232.82,232.11,233.9
1984-01-13,234.5,233.77,233.65
1984-01-20,233.5,232.78,233.3
1984-01-27,234.1,233.4,233.5
1984-02-03,233.1,232.47,224.4
1984-02-10,234.3,233.62,223.4
1984-02-17,233.3,232.63,225.73
1984-02-24,232.93,232.33,224.7
1984-03-02,233.03,232.37,225.25
1984-03-09,224.1,223.48,224.15
1984-03-16,225.05,224.3,224.95
1984-03-23,226.3,225.47,225.4
1984-03-30,224.2,223.39,227.25
1984-04-06,225.53,224.65,229
1984-04-13,224.3,223.46,231
1984-04-20,224.6,223.7,233.13
1984-04-27,226.05,225.15,231.42
1984-05-04,226.38,225.36,230.9
1984-05-11,230.18,229.12,232.3
1984-05-18,233.15,232.16,233.25
1984-05-25,231.05,230.12,237.13
1984-06-01,230.5,229.58,238.7
1984-06-08,231.65,230.7,241.3
1984-06-15,232.7,231.72,242
1984-06-22,235.4,234.23,246.7
1984-06-29,237,235.81,246
1984-07-06,240.95,239.73,243.45
1984-07-13,242.15,241.02,242
1984-07-20,244.3,243.15,241.98
1984-07-27,244.2,243.1,241.15
1984-08-03,243.3,242.17,244.35
1984-08-10,241.2,240.08,245.2
1984-08-17,240.5,239.36,245.78
1984-08-24,240.75,239.65,246
1984-08-31,241.65,240.56,245.6
1984-09-07,244.8,243.66,247.45
1984-09-14,245.55,244.5,249.1
1984-09-21,247.55,246.6,245.8
1984-09-28,245.2,244.17,245.7
1984-10-05,246.65,245.58,240.8
1984-10-12,247.5,246.5,241.35
1984-10-19,247.8,246.89,243.8
1984-10-26,245.3,244.53,245.73
1984-11-02,242.1,241.38,246.6
1984-11-09,241.7,240.99,247.25
1984-11-16,242.45,241.81,247.2
1984-11-23,244.3,243.78,248.1
1984-11-30,246.95,246.42,251.85
1984-12-07,246.9,246.34,255.02
1984-12-14,247.8,247.26,254.8
1984-12-21,247.9,247.42,254.05
1984-12-28,250.1,249.57,255
1985-01-04,252.45,251.93,259.65
1985-01-11,253.7,253.22,262.8
1985-01-18,254.2,253.76,261.55
1985-01-25,253.65,253.23,261.65
1985-02-01,256.2,255.67,261.15
1985-02-08,260.6,260.08,259.85
1985-02-15,256.9,256.42,260.48
1985-02-22,262.5,262,255.05
1985-03-01,261,260.4,253.05
1985-03-08,261.6,261.03,254.75
1985-03-15,260.95,260.36,249
1985-03-22,254.9,254.4,251.1
1985-03-29,251,250.45,251.55
1985-04-05,254.2,253.64,253.4
1985-04-12,251.25,250.7,250.3
1985-04-19,247.4,246.93,250.2
1985-04-26,252.7,252.18,251.88
1985-05-03,253.25,252.72,249.33
1985-05-10,252.25,251.81,249.7
1985-05-17,250.8,250.38,246.7
1985-05-24,250.8,250.45,248.95
1985-05-31,251.92,251.6,248.48
1985-06-07,248.65,248.36,245.85
1985-06-14,249.1,248.77,237.8
1985-06-21,248.55,248.26,238.2
1985-06-28,249.22,248.87,236.4
1985-07-05,247.75,247.39,238.95
1985-07-12,241.7,241.34,238.05
1985-07-19,237.85,237.48,237.5
1985-07-26,239.35,238.99,237
1985-08-02,237.5,237.14,239.6
1985-08-09,238.17,237.81,242.75
1985-08-16,237.1,236.73,242.13
1985-08-23,236.35,235.99,229.8
1985-08-30,236.9,236.59,213
1985-09-06,242.25,241.9,215.9
1985-09-13,242.2,241.81,215.8
1985-09-20,242.1,241.75,215.85
1985-09-27,218.5,218.22,211.25
1985-10-04,212.4,212.09,205.75
1985-10-11,215.4,215.07,203.45
1985-10-18,215.25,214.94,203.28
1985-10-25,214.85,214.76,201.68
1985-11-01,209.65,209.56,204.77
1985-11-08,205.6,205.55,203.65
1985-11-15,203.65,203.58,201.95
1985-11-22,201.65,201.62,202.8
1985-11-29,202,201.95,200.7
1985-12-06,203.33,203.33,201.65
1985-12-13,202.2,202.23,202.65
1985-12-20,202.72,202.64,202.28
1985-12-27,202.3,202.13,193.7
1986-01-03,202.35,202.14,192.05
1986-01-10,202.3,202.08,186.1
1986-01-17,202.4,202.17,178.9
1986-01-24,197.75,197.52,181.73
1986-01-31,192.95,192.66,179.9
1986-02-07,190.6,190.28,179.6
1986-02-14,182.4,182.1,175.6
1986-02-21,182.85,182.61,176.2
1986-02-28,179.7,179.43,179.47
1986-03-07,179.5,179.21,180.2
1986-03-14,176.4,176.15,176.6
1986-03-21,176.1,175.89,167.4
1986-03-28,179.4,179.11,167.9
1986-04-04,179.7,179.37,167.85
1986-04-11,178.2,177.9,161.9
1986-04-18,175,174.69,167.1
1986-04-25,169.85,169.53,170.1
1986-05-02,169.45,169.07,170.95
1986-05-09,161.9,161.55,165.85
1986-05-16,165.13,164.79,166.9
1986-05-23,169.6,169.27,166.2
1986-05-30,173.4,173.03,163
1986-06-06,168.3,167.93,160.1
1986-06-13,166.25,165.89,159.65
1986-06-20,167.5,167.16,155.2
1986-06-27,165.7,165.33,156.25
1986-07-04,161.65,161.29,154.65
1986-07-11,160.85,160.52,154.2
1986-07-18,157.1,156.82,153.1
1986-07-25,157.93,157.66,155.15
1986-08-01,153.35,153.11,155.3
1986-08-08,153.9,153.66,154.7
1986-08-15,154.1,153.87,155.6
1986-08-22,153,152.84,154.35
1986-08-29,155.78,155.64,154.43
1986-09-05,155,154.86,154.5
1986-09-12,155.5,155.31,154.18
1986-09-19,152.5,152.37,155.1
1986-09-26,154.1,153.92,160.1
1986-10-03,154.25,154.07,164.2
1986-10-10,155.15,154.97,160.8
1986-10-17,154.15,153.95,163.08
1986-10-24,160.9,160.72,164.5
1986-10-31,163.8,163.55,162.25
1986-11-07,163.2,162.95,162.9
1986-11-14,161.45,161.2,163.93
1986-11-21,163.55,163.31,162.55
1986-11-28,162.15,161.9,160.3
1986-12-05,162.6,162.32,158.25
1986-12-12,163.1,162.82,154.2
1986-12-19,163.05,162.66,154
1986-12-26,161.9,161.44,150.55
1987-01-02,158.2,157.9,152.7
1987-01-09,158.12,157.84,153.5
1987-01-16,153.95,153.65,154.67
1987-01-23,152.75,152.47,153.7
1987-01-30,152.73,152.5,153.3
1987-02-06,154.35,154.1,153.55
1987-02-13,153.85,153.58,151.83
1987-02-20,153.8,153.53,151.6
1987-02-27,153.2,152.92,146.85
1987-03-06,153.45,153.21,146.9
1987-03-13,153.3,153.02,142.1
1987-03-20,151.5,151.22,142.35
1987-03-27,148,147.75,139.55
1987-04-03,146,145.66,138.3
1987-04-10,142,141.66,139.65
1987-04-17,142.85,142.5,140.15
1987-04-24,139.7,139.35,143.2
1987-05-01,140.2,139.78,142.85
1987-05-08,139.4,139,142
1987-05-15,139.4,139,144.95
1987-05-22,140.35,139.94,146.05
1987-05-29,143.9,143.48,147.1
1987-06-05,143.3,142.88,149.35
1987-06-12,143.15,142.74,150.9
1987-06-19,144.55,144.14,152.45
1987-06-26,146.05,145.63,150.4
1987-07-03,148.55,148.12,150.8
1987-07-10,150.8,150.37,151.45
1987-07-17,151.95,151.56,145.95
1987-07-24,150.05,149.63,142.95
1987-07-31,149.3,149.6,141.25
1987-08-07,151,150.57,141.08
1987-08-14,152.15,151.73,143.9
1987-08-21,143.35,142.95,144.55
1987-08-28,142.83,142.44,146.1
1987-09-04,141.6,141.21,145.65
1987-09-11,142.65,142.23,144.2
1987-09-18,142.75,142.32,142.7
1987-09-25,143.78,143.39,142.25
1987-10-02,146.3,145.84,137.2
1987-10-09,143.83,143.34,135.5
1987-10-16,141.88,141.37,136
1987-10-23,143.83,143.45,135.45
1987-10-30,138.95,138.58,133.42
1987-11-06,135.23,134.9,132.73
1987-11-13,135.77,135.43,127.35
1987-11-20,135.05,134.7,126.6
1987-11-27,133.8,133.36,123.65
1987-12-04,132,131.59,129
1987-12-11,128.33,127.85,125.82
1987-12-18,126.35,125.94,127.63
1987-12-25,126,125.57,127.85
1988-01-01,121.35,121.02,128.35
1988-01-08,129.4,129.04,128.9
1988-01-15,126.3,125.93,130.13
1988-01-22,127.4,127.07,128.9
1988-01-29,127.77,127.48,128.4
1988-02-05,128.68,128.36,128.53
1988-02-12,129.75,129.46,127.1
1988-02-19,130.1,129.79,127.35
1988-02-26,128.35,128.06,125.3
1988-03-04,128.9,128.63,125.1
1988-03-11,127.3,127.03,126.85
1988-03-18,128.38,128.12,123.93
1988-03-25,125.77,125.52,125.3
1988-04-01,124.18,124.55,124.8
1988-04-08,125.45,125.1,124.51
1988-04-15,123.95,123.61,124.85
1988-04-22,124.6,124.25,124.2
1988-04-29,124.6,124.22,125.18
1988-05-06,124.65,124.27,125.23
1988-05-13,124.55,124.17,126.38
1988-05-20,124.9,124.55,128.7
1988-05-27,124.7,124.35,132.9
1988-06-03,125.6,125.21,134.53
1988-06-10,124.9,124.55,133.85
1988-06-17,125.8,125.44,134.38
1988-06-24,129.45,129.08,132.4
1988-07-01,134.33,133.9,133.08
1988-07-08,132.4,131.98,134.7
1988-07-15,133.85,133.42,133.6
1988-07-22,130.8,130.39,134.18
1988-07-29,132.95,132.51,136.6
1988-08-05,133.22,132.79,133.7
1988-08-12,133.15,132.67,133.47
1988-08-19,133.45,132.99,134.23
1988-08-26,133.8,133.35,134.3
1988-09-02,136.88,136.48,133.78
1988-09-09,133.15,132.79,131.08
1988-09-16,134.1,133.72,127.2
1988-09-23,134.47,134.12,127.15
1988-09-30,134.57,134.13,124.78
1988-10-07,133.5,133.03,124.5
1988-10-14,127.6,127.17,123.28
1988-10-21,126.65,126.2,121.6
1988-10-28,126.05,125.61,121.9
1988-11-04,124.35,123.91,121.55
1988-11-11,123.9,123.42,123.18
1988-11-18,122.95,122.47,125.2
1988-11-25,121.08,120.63,124.9
1988-12-02,121.55,121.02,124.75
1988-12-09,122.3,121.76,126.25
1988-12-16,124.3,123.73,127.88
1988-12-23,124.6,124.06,128.2
1988-12-30,125.1,124.57,129.35
1989-01-06,126,125.45,129.5
1989-01-13,126.65,126.04,126.25
1989-01-20,128.45,127.85,126.7
1989-01-27,128.5,127.99,126.65
1989-02-03,129.25,128.75,128.1
1989-02-10,127.3,126.78,129.02
1989-02-17,125.75,125.21,131.9
1989-02-24,126.55,125.97,133.05
1989-03-03,128,127.4,131.85
1989-03-10,128.92,128.33,132.92
1989-03-17,131,130.36,132.05
1989-03-24,130.7,130.11,132.25
1989-03-31,132.35,131.63,134.13
1989-04-07,131.95,131.32,134.92
1989-04-14,132.5,131.87,136.9
1989-04-21,131.4,130.79,141.7
1989-04-28,132.75,132.13,143.7
