date,spot_rate,forward_30,spot_30
1980-07-11,1.7433,1.7428,1.7758
1980-07-18,1.743,1.7419,1.798
1980-07-25,1.736,1.735,1.8027
1980-08-01,1.7915,1.7887,1.781
1980-08-08,1.7857,1.7822,1.7805
1980-08-15,1.784,1.781,1.7818
1980-08-22,1.806,1.8021,1.8002
1980-08-29,1.7915,1.7875,1.8065
1980-09-05,1.78,1.7765,1.8046
1980-09-12,1.7797,1.7757,1.8117
1980-09-19,1.7982,1.7939,1.8665
1980-09-26,1.8056,1.7991,1.8926
1980-10-03,1.8115,1.803,1.9425
1980-10-10,1.803,1.7951,1.889
1980-10-17,1.8395,1.8305,1.9095
1980-10-24,1.87,1.8608,1.913
1980-10-31,1.9077,1.8973,1.9445
1980-11-07,1.9566,1.9429,1.999
1980-11-14,1.902,1.8928,2.01
1980-11-21,1.9227,1.908,1.9415
1980-11-28,1.926,1.9095,1.948
1980-12-05,1.9578,1.9398,1.9423
1980-12-12,2.017,1.993,1.9935
1980-12-19,1.9885,1.9665,1.9908
1980-12-26,1.94,1.9223,2.0853
1981-01-02,1.977,1.9565,2.1275
1981-01-09,1.967,1.947,2.142
1981-01-16,2.018,1.997,2.165
1981-01-23,2.0277,2.0073,2.1045
1981-01-30,2.1155,2.1013,2.131
1981-02-06,2.142,2.128,2.1475
1981-02-13,2.193,2.1792,2.097
1981-02-20,2.097,2.0873,2.0708
1981-02-27,2.129,2.126,2.096
1981-03-06,2.146,2.139,2.1223
1981-03-13,2.1115,2.1045,2.1735
1981-03-20,2.0698,2.0645,2.1727
1981-03-27,2.1275,2.1235,2.1862
1981-04-03,2.1265,2.1228,2.2698
1981-04-10,2.1467,2.1403,2.2865
1981-04-17,2.1855,2.1763,2.293
1981-04-24,2.178,2.1685,2.3308
1981-05-01,2.2145,2.204,2.3622
1981-05-08,2.248,2.2323,2.3705
1981-05-15,2.294,2.2778,2.342
1981-05-22,2.3155,2.3009,2.378
1981-05-29,2.327,2.3157,2.3918
1981-06-05,2.426,2.4106,2.4445
1981-06-12,2.3955,2.3831,2.4485
1981-06-19,2.3858,2.3724,2.4615
1981-06-26,2.3985,2.383,2.442
1981-07-03,2.41,2.394,2.508
1981-07-10,2.444,2.427,2.544
1981-07-17,2.424,2.4078,2.508
1981-07-24,2.4412,2.4236,2.4865
1981-07-31,2.464,2.446,2.4375
1981-08-07,2.533,2.5156,2.4305
1981-08-14,2.515,2.4985,2.3265
1981-08-21,2.4615,2.4458,2.2815
1981-08-28,2.4655,2.453,2.3115
1981-09-04,2.4185,2.4058,2.2245
1981-09-11,2.4025,2.391,2.209
1981-09-18,2.27,2.2605,2.2267
1981-09-25,2.325,2.3168,2.3075
1981-10-02,2.2925,2.2829,2.207
1981-10-09,2.1835,2.1753,2.2088
1981-10-16,2.236,2.2272,2.247
1981-10-23,2.2755,2.266,2.235
1981-10-30,2.254,2.2465,2.229
1981-11-06,2.224,2.2168,2.249
1981-11-13,2.2122,2.2067,2.277
1981-11-20,2.2428,2.2385,2.272
1981-11-27,2.224,2.2211,2.268
1981-12-04,2.22,2.2161,2.2488
1981-12-11,2.2555,2.2505,2.2805
1981-12-18,2.292,2.288,2.3045
1981-12-25,2.277,2.2722,2.3097
1982-01-01,2.251,2.245,2.343
1982-01-08,2.26,2.2532,2.3665
1982-01-15,2.299,2.2922,2.3873
1982-01-22,2.3013,2.2933,2.3614
1982-01-29,2.3077,2.2997,2.387
1982-02-05,2.338,2.3278,2.3482
1982-02-12,2.361,2.3501,2.3675
1982-02-19,2.358,2.3472,2.385
1982-02-26,2.386,2.376,2.4115
1982-03-05,2.3472,2.3365,2.4085
1982-03-12,2.377,2.3655,2.4155
1982-03-19,2.384,2.3718,2.3945
1982-03-26,2.3978,2.3853,2.355
1982-04-02,2.3955,2.3832,2.3385
1982-04-09,2.4175,2.4045,2.279
1982-04-16,2.4265,2.4128,2.3217
1982-04-23,2.3985,2.3862,2.3032
1982-04-30,2.3325,2.3195,2.3865
1982-05-07,2.2905,2.2783,2.4165
1982-05-14,2.309,2.2962,2.432
1982-05-21,2.3195,2.3065,2.4863
1982-05-28,2.345,2.3328,2.4588
1982-06-04,2.354,2.3425,2.4845
1982-06-11,2.3875,2.3767,2.4795
1982-06-18,2.455,2.4413,2.464
1982-06-25,2.4925,2.478,2.4253
1982-07-02,2.4635,2.4495,2.4745
1982-07-09,2.4935,2.48,2.525
1982-07-16,2.493,2.481,2.4745
1982-07-23,2.4,2.393,2.421
1982-07-30,2.4535,2.4457,2.497
1982-08-06,2.5045,2.4977,2.487
1982-08-13,2.497,2.4912,2.4992
1982-08-20,2.455,2.452,2.4955
1982-08-27,2.451,2.4467,2.5408
1982-09-03,2.4568,2.4496000000000002,2.5472
1982-09-10,2.503,2.495,2.4975
1982-09-17,2.5015,2.493,2.518
1982-09-24,2.5158,2.5078,2.542
1982-10-01,2.523,2.5153,2.5535
1982-10-08,2.5172,2.5094,2.573
1982-10-15,2.52,2.5132,2.5633
1982-10-22,2.5248,2.5184,2.551
1982-10-29,2.565,2.559,2.4615
1982-11-05,2.573,2.567,2.409
1982-11-12,2.5888,2.5823,2.4448
1982-11-19,2.548,2.5415,2.4075
1982-11-26,2.5285,2.5232,2.366
1982-12-03,2.437,2.4305,2.349
1982-12-10,2.4465,2.4395,2.35
1982-12-17,2.4105,2.4042,2.4153
1982-12-24,2.392,2.386,2.415
1982-12-31,2.3755,2.3681,2.484
1983-01-07,2.346,2.3388,2.4267
1983-01-14,2.3587,2.3513,2.412
1983-01-21,2.4285,2.421,2.433
1983-01-28,2.4387,2.4318,2.4155
1983-02-04,2.4795,2.4728,2.42
1983-02-11,2.4053,2.3989,2.3905
1983-02-18,2.404,2.3975,2.388
1983-02-25,2.4145,2.4062,2.4227
1983-03-04,2.419,2.4113,2.4098
1983-03-11,2.3895,2.381,2.4265
1983-03-18,2.3922,2.3832,2.4645
1983-03-25,2.4195,2.4096,2.453
1983-04-01,2.425,2.4155,2.458
1983-04-08,2.4235,2.4137,2.443
1983-04-15,2.437,2.428,2.468
1983-04-22,2.448,2.4389,2.4895
1983-04-29,2.4573,2.4485,2.5412
1983-05-06,2.4435,2.4349,2.574
1983-05-13,2.4475,2.438,2.5765
1983-05-20,2.475,2.4654,2.523
1983-05-27,2.5088,2.4999,2.5388
1983-06-03,2.5425,2.5338,2.5675
1983-06-10,2.5505,2.5409,2.5905
1983-06-17,2.542,2.5325,2.595
1983-06-24,2.5247,2.5145,2.603
1983-07-01,2.5365,2.5262,2.6595
1983-07-08,2.5715,2.5602,2.7145
1983-07-15,2.5975,2.5862,2.645
1983-07-22,2.588,2.5767,2.6445
1983-07-29,2.6443,2.6326,2.7072
1983-08-05,2.69,2.6785,2.693
1983-08-12,2.7247,2.7137,2.6843
1983-08-19,2.65,2.6388,2.6662
1983-08-26,2.6573,2.6468,2.6375
1983-09-02,2.7015,2.6914,2.5963
1983-09-09,2.6675,2.6581,2.5755
1983-09-16,2.6735,2.664,2.5845
1983-09-23,2.6635,2.6544,2.603
1983-09-30,2.638,2.6293,2.6515
1983-10-07,2.5755,2.5661,2.675
1983-10-14,2.6203,2.611,2.6735
1983-10-21,2.581,2.5719,2.699
1983-10-28,2.6155,2.6068,2.721
1983-11-04,2.6625,2.6537,2.735
1983-11-11,2.6617,2.653,2.754
1983-11-18,2.696,2.6876,2.766
1983-11-25,2.714,2.7055,2.758
1983-12-02,2.7015,2.6933,2.787
1983-12-09,2.7495,2.7406,2.827
1983-12-16,2.7717,2.7621000000000002,2.8175
1983-12-23,2.762,2.7518,2.8108
1983-12-30,2.729,2.7195,2.766
1984-01-06,2.808,2.7984,2.7495
1984-01-13,2.833,2.8235,2.6957
1984-01-20,2.7933,2.784,2.6705
1984-01-27,2.813,2.8042,2.6387
1984-02-03,2.749,2.7401,2.5715
1984-02-10,2.746,2.7371,2.5915
1984-02-17,2.6842,2.6751,2.6345
1984-02-24,2.628,2.6191,2.6075
1984-03-02,2.5845,2.575,2.6205
1984-03-09,2.5735,2.5633,2.616
1984-03-16,2.606,2.5946,2.647
1984-03-23,2.635,2.6235,2.683
1984-03-30,2.59,2.5794,2.7303
1984-04-06,2.6288,2.6174,2.7818
1984-04-13,2.6173,2.6063,2.7545
1984-04-20,2.6545,2.6427,2.745
1984-04-27,2.696,2.6832,2.733
1984-05-04,2.7093,2.697,2.6856
1984-05-11,2.771,2.7576,2.7165
1984-05-18,2.773,2.7604,2.7575
1984-05-25,2.723,2.7105,2.7815
1984-06-01,2.7065,2.6941,2.798
1984-06-08,2.6935,2.681,2.8235
1984-06-15,2.7335,2.7207,2.8425
1984-06-22,2.7863,2.7717,2.8795
1984-06-29,2.7845,2.7697,2.917
1984-07-06,2.829,2.8138,2.917
1984-07-13,2.843,2.8287,2.88
1984-07-20,2.8545,2.8395,2.888
1984-07-27,2.8655,2.8512,2.8815
1984-08-03,2.8825,2.8675,2.9455
1984-08-10,2.872,2.8567,2.9938
1984-08-17,2.8599,2.8443,3.0895
1984-08-24,2.8685,2.8525,3.09
1984-08-31,2.8865,2.871,3.0145
1984-09-07,2.969,2.9531,3.0715
1984-09-14,3.026,3.0108,3.1425
1984-09-21,3.163,3.1476,3.0625
1984-09-28,3.0235,3.009,3.0305
1984-10-05,3.0278,3.0135,2.9373
1984-10-12,3.106,3.0926,2.951
1984-10-19,3.081,3.0692,2.9935
1984-10-26,3.029,3.0178,3.076
1984-11-02,2.948,2.9377,3.0645
1984-11-09,2.964,2.9542,3.09
1984-11-16,2.963,2.9533,3.095
1984-11-23,3.0128,3.0038,3.122
1984-11-30,3.0965,3.0879,3.1715
1984-12-07,3.07,3.0612,3.168
1984-12-14,3.1015,3.0929,3.184
1984-12-21,3.118,3.1105,3.1695
1984-12-28,3.1375,3.1293,3.168
1985-01-04,3.1625,3.1549,3.2235
1985-01-11,3.1535,3.1464,3.29
1985-01-18,3.171,3.1641,3.3475
1985-01-25,3.159,3.1524,3.474
1985-02-01,3.172,3.1652,3.352
1985-02-08,3.2416,3.235,3.364
1985-02-15,3.2635,3.2562,3.377
1985-02-22,3.3775,3.3693,3.215
1985-03-01,3.349,3.3392,3.119
1985-03-08,3.41,3.4018,3.1425
1985-03-15,3.4,3.3915,3.0195
1985-03-22,3.21,3.2012,3.127
1985-03-29,3.085,3.0771,3.0865
1985-04-05,3.16,3.1522,3.198
1985-04-12,3.066,3.0583,3.062
1985-04-19,2.9755,2.9686,3.052
1985-04-26,3.147,3.1399,3.11
1985-05-03,3.1965,3.1893,3.0625
1985-05-10,3.128,3.1208,3.082
1985-05-17,3.075,3.068,3.005
1985-05-24,3.0775,3.0718,3.062
1985-05-31,3.0885,3.0828,3.0545
1985-06-07,3.06,3.0549,2.973
1985-06-14,3.079,3.0733,2.879
1985-06-21,3.084,3.0791,2.85
1985-06-28,3.0552,3.0495,2.789
1985-07-05,3.0345,3.0279,2.8615
1985-07-12,2.901,2.8938,2.7918
1985-07-19,2.867,2.8599,2.7805
1985-07-26,2.875,2.8674,2.765
1985-08-02,2.8285,2.8206,2.841
1985-08-09,2.828,2.8197,2.939
1985-08-16,2.7605,2.7522,2.911
1985-08-23,2.7578,2.7495,2.718
1985-08-30,2.783,2.7749,2.6357
1985-09-06,2.906,2.8975,2.642
1985-09-13,2.917,2.9077,2.661
1985-09-20,2.885,2.876,2.642
1985-09-27,2.6675,2.6596,2.6175
1985-10-04,2.607,2.5991,2.6068
1985-10-11,2.654,2.6461,2.6125
1985-10-18,2.6345,2.6266,2.599
1985-10-25,2.6442,2.6361,2.57
1985-11-01,2.607,2.5999,2.5325
1985-11-08,2.622,2.6141,2.5415
1985-11-15,2.6135,2.6056,2.512
1985-11-22,2.584,2.5759,2.5105
1985-11-29,2.512,2.5042,2.4565
1985-12-06,2.5235,2.5158,2.4445
1985-12-13,2.5165,2.5093,2.4695
1985-12-20,2.515,2.5078,2.462
1985-12-27,2.487,2.48,2.383
1986-01-03,2.461,2.4534,2.4065
1986-01-10,2.456,2.4485,2.361
1986-01-17,2.4665,2.459,2.311
1986-01-24,2.4255,2.4179,2.244
1986-01-31,2.388,2.3815,2.2195
1986-02-07,2.3965,2.39,2.241
1986-02-14,2.3585,2.352,2.2475
1986-02-21,2.3145,2.3081,2.252
1986-02-28,2.2185,2.2121,2.3692
1986-03-07,2.24,2.2338,2.329
1986-03-14,2.259,2.2534,2.2655
1986-03-21,2.251,2.2453,2.1805
1986-03-28,2.3285,2.3229,2.173
1986-04-04,2.3795,2.3738,2.2255
1986-04-11,2.302,2.298,2.175
1986-04-18,2.226,2.2219,2.2205
1986-04-25,2.2045,2.1999,2.2947
1986-05-02,2.2055,2.201,2.2695
1986-05-09,2.18,2.1756,2.2082
1986-05-16,2.211,2.2057,2.23
1986-05-23,2.2772,2.2722,2.221
1986-05-30,2.313,2.3081,2.183
1986-06-06,2.234,2.229,2.176
1986-06-13,2.2205,2.2155,2.1612
1986-06-20,2.2415,2.2368,2.1255
1986-06-27,2.216,2.2112,2.1202
1986-07-04,2.1703,2.1656,2.083
1986-07-11,2.1805,2.1762,2.0697
1986-07-18,2.1515,2.1477,2.0515
1986-07-25,2.1475,2.1437,2.06
1986-08-01,2.0828,2.0795,2.0375
1986-08-08,2.0735,2.07,2.0615
1986-08-15,2.066,2.0627,2.0358
1986-08-22,2.038,2.0352,2.0415
1986-08-29,2.0515,2.0489,2.0275
1986-09-05,2.031,2.0285,2.0135
1986-09-12,2.079,2.0761,1.982
1986-09-19,1.993,1.9905,1.993
1986-09-26,2.041,2.0383,2.028
1986-10-03,2.007,2.0042,2.065
1986-10-10,2.0033,2.0008,2.023
1986-10-17,1.973,1.9703,2.014
1986-10-24,2.0205,2.0179,2.0225
1986-10-31,2.0675,2.0653,1.977
1986-11-07,2.0635,2.0611,2.0207
1986-11-14,2.012,2.0093,2.024
1986-11-21,2.0145,2.0117,1.971
1986-11-28,1.9765,1.9739,1.9495
1986-12-05,1.9775,1.9752,1.928
1986-12-12,2.023,2.0208,1.864
1986-12-19,2.0053,2.0026,1.8505
1986-12-26,1.9675,1.9644,1.769
1987-01-02,1.918,1.9154,1.8125
1987-01-09,1.9182,1.9155,1.818
1987-01-16,1.8475,1.8445,1.8475
1987-01-23,1.8235,1.8206,1.8247
1987-01-30,1.8075,1.8046,1.826
1987-02-06,1.857,1.8539,1.834
1987-02-13,1.833,1.8297,1.843
1987-02-20,1.8305,1.8272,1.8307
1987-02-27,1.825,1.8212,1.8192
1987-03-06,1.833,1.8291,1.838
1987-03-13,1.854,1.8493,1.8093
1987-03-20,1.8297,1.8257,1.8205
1987-03-27,1.8227,1.8187,1.791
1987-04-03,1.8178,1.8136,1.764
1987-04-10,1.8085,1.8044,1.7885
1987-04-17,1.8105,1.8062,1.779
1987-04-24,1.7955,1.791,1.7962
1987-05-01,1.7875,1.7829,1.805
1987-05-08,1.784,1.779,1.7885
1987-05-15,1.783,1.7778,1.831
1987-05-22,1.775,1.7696,1.829
1987-05-29,1.82,1.815,1.8305
1987-06-05,1.811,1.8057,1.8387
1987-06-12,1.7965,1.7914,1.8437
1987-06-19,1.8235,1.8184,1.8605
1987-06-26,1.825,1.8198,1.8555
1987-07-03,1.8355,1.8305,1.881
1987-07-10,1.843,1.8379,1.8982
1987-07-17,1.8455,1.8409,1.8474
1987-07-24,1.8548,1.8501,1.8268
1987-07-31,1.8545,1.8499,1.8084
1987-08-07,1.8813,1.8765,1.7927
1987-08-14,1.8927,1.8883,1.8125
1987-08-21,1.8278,1.823,1.8292
1987-08-28,1.819,1.8144,1.841
1987-09-04,1.795,1.79,1.8265
1987-09-11,1.805,1.7998,1.823
1987-09-18,1.8088,1.8035,1.7917
1987-09-25,1.8207,1.8151,1.7772
1987-10-02,1.84,1.8341,1.7135
1987-10-09,1.8135,1.8075,1.684
1987-10-16,1.801,1.7947,1.6964
